id,title,artist,rights,genre,Department,tags,notes,caption,object_name
437099,Woman with a Rake,Jean-François Millet,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 15 5/8 x 13 1/2 in. (39.7 x 34.3 cm); probably 1856–57; European Paintings; Woman with a Rake is a Unknown Painting by the Unknown artist Jean-François Millet. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 15 5/8 x 13 1/2 in. (39.7 x 34.3 cm), the work is classified as Paintings and was created in probably 1856–57.",a painting of a woman with a rake,woman
437154,Portrait of a Young Boy,Paulus Moreelse,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on wood; Oval, 23 x 19 5/8 in. (58.4 x 49.8 cm); Unknown; European Paintings; Portrait of a Young Boy is a Unknown Painting by the Unknown artist Paulus Moreelse. This piece, part of the European Paintings collection, is crafted using Oil on wood. Measuring Oval, 23 x 19 5/8 in. (58.4 x 49.8 cm), the work is classified as Paintings .",a painting of a young girl in a black and gold dress,woman
437220,A Cavalryman,Alphonse-Marie-Adolphe de Neuville,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 18 1/8 x 15 in. (46 x 38.1 cm); 1884; European Paintings; A Cavalryman is a Unknown Painting by the Unknown artist Alphonse-Marie-Adolphe de Neuville. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 18 1/8 x 15 in. (46 x 38.1 cm), the work is classified as Paintings and was created in 1884.",a painting of a man on a horse,man
437236,Head of a Donor,Albert van Ouwater,CC0-1.0,Paintings,European Paintings,,"Painting fragment; Unknown; Unknown; Oil on wood; 3 7/8 x 3 1/2 in. (9.8 x 8.9 cm); ca. 1460; European Paintings; Head of a Donor is a Unknown Painting fragment by the Unknown artist Albert van Ouwater. This piece, part of the European Paintings collection, is crafted using Oil on wood. Measuring 3 7/8 x 3 1/2 in. (9.8 x 8.9 cm), the work is classified as Paintings and was created in ca. 1460.",a painting of a man with a blue collar,man
437239,"The Grandchildren of Sir William Heathcote, 3rd Baronet",William Owen,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 55 1/4 x 67 1/2 in. (140.3 x 171.5 cm); Unknown; European Paintings; The Grandchildren of Sir William Heathcote, 3rd Baronet is a Unknown Painting by the Unknown artist William Owen. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 55 1/4 x 67 1/2 in. (140.3 x 171.5 cm), the work is classified as Paintings .",a painting of three children,child
437248,Madonna and Child,Paolo di Giovanni Fei,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Tempera on wood, gold ground; Overall, with engaged frame, 34 1/4 x 23 1/4 in. (87 x 59.1 cm); painted surface 27 x 16 7/8 in. (68.6 x 42.9 cm); 1370s; European Paintings; Madonna and Child is a Unknown Painting by the Unknown artist Paolo di Giovanni Fei. This piece, part of the European Paintings collection, is crafted using Tempera on wood, gold ground. Measuring Overall, with engaged frame, 34 1/4 x 23 1/4 in. (87 x 59.1 cm); painted surface 27 x 16 7/8 in. (68.6 x 42.9 cm), the work is classified as Paintings and was created in 1370s.",a painting of a woman holding a baby,woman
437255,"Portrait of a Knight of Malta, Probably Fra Jacopo Salviati",Mirabello Cavalori,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 35 x 26 1/4 in. (88.9 x 66.7 cm); 1566; European Paintings; Portrait of a Knight of Malta, Probably Fra Jacopo Salviati is a Unknown Painting by the Unknown artist Mirabello Cavalori. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 35 x 26 1/4 in. (88.9 x 66.7 cm), the work is classified as Paintings and was created in 1566.",a painting of a man with a book,man
437268,Bacchus and Ariadne,Giovanni Antonio Pellegrini,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 46 x 50 1/2 in. (116.8 x 128.3 cm); 1720s; European Paintings; Bacchus and Ariadne is a Unknown Painting by the Unknown artist Giovanni Antonio Pellegrini. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 46 x 50 1/2 in. (116.8 x 128.3 cm), the work is classified as Paintings and was created in 1720s.",a painting of two women sitting on a rock,woman
437317,Still Life with Apples and Pitcher,Camille Pissarro,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 18 1/4 x 22 1/4 in. (46.4 x 56.5 cm); 1872; European Paintings; Still Life with Apples and Pitcher is a Unknown Painting by the Unknown artist Camille Pissarro. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 18 1/4 x 22 1/4 in. (46.4 x 56.5 cm), the work is classified as Paintings and was created in 1872.",a painting of a vase and apples on a table,vase
437332,Girl with Cherries,Marco d'Oggiono,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on wood; 19 1/4 x 14 3/4 in. (48.9 x 37.5 cm); ca. 1491–95; European Paintings; Girl with Cherries is a Unknown Painting by the Unknown artist Marco d'Oggiono. This piece, part of the European Paintings collection, is crafted using Oil on wood. Measuring 19 1/4 x 14 3/4 in. (48.9 x 37.5 cm), the work is classified as Paintings and was created in ca. 1491–95.",a painting of a woman holding a basket of fruit,woman
437342,The Lamentation,Scipione Pulzone (Il Gaetano),CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 114 x 68 in. (289.6 x 172.7 cm); 1593; European Paintings; The Lamentation is a Unknown Painting by the Unknown artist Scipione Pulzone (Il Gaetano). This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 114 x 68 in. (289.6 x 172.7 cm), the work is classified as Paintings and was created in 1593.",the cr of the cross,cross
437354,The Drummond Children,Sir Henry Raeburn,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 94 1/4 x 60 1/4 in. (239.4 x 153 cm); ca. 1808–9; European Paintings; The Drummond Children is a Unknown Painting by the Unknown artist Sir Henry Raeburn. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 94 1/4 x 60 1/4 in. (239.4 x 153 cm), the work is classified as Paintings and was created in ca. 1808–9.",a painting of a man and a woman on a horse,man
437355,George Harley Drummond (1783–1855),Sir Henry Raeburn,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 94 1/4 x 58 in. (239.4 x 147.3 cm); ca. 1808–9; European Paintings; George Harley Drummond (1783–1855) is a Unknown Painting by the Unknown artist Sir Henry Raeburn. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 94 1/4 x 58 in. (239.4 x 147.3 cm), the work is classified as Paintings and was created in ca. 1808–9.",a painting of a man with a horse,man
437356,Alexander Maconochie (1777–1861) of Meadowbank,Sir Henry Raeburn,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 30 1/4 x 25 in. (76.8 x 63.5 cm); Unknown; European Paintings; Alexander Maconochie (1777–1861) of Meadowbank is a Unknown Painting by the Unknown artist Sir Henry Raeburn. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 30 1/4 x 25 in. (76.8 x 63.5 cm), the work is classified as Paintings .",a painting of a man in a black suit,man
