id,title,artist,rights,genre,Department,tags,notes,caption,object_name
435706,Madonna and Child with Saints,Bonifacio de' Pitati (Bonifacio Veronese),CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on wood; 32 1/2 x 50 in. (82.6 x 127 cm); Unknown; European Paintings; Madonna and Child with Saints is a Unknown Painting by the Unknown artist Bonifacio de' Pitati (Bonifacio Veronese). This piece, part of the European Paintings collection, is crafted using Oil on wood. Measuring 32 1/2 x 50 in. (82.6 x 127 cm), the work is classified as Paintings .",a painting of a woman holding a baby,woman
435715,Portrait of a Seated Man,Gerard ter Borch the Younger,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on wood; 14 1/8 x 12 in. (35.9 x 30.5 cm); late 1650s or early 1660s; European Paintings; Portrait of a Seated Man is a Unknown Painting by the Unknown artist Gerard ter Borch the Younger. This piece, part of the European Paintings collection, is crafted using Oil on wood. Measuring 14 1/8 x 12 in. (35.9 x 30.5 cm), the work is classified as Paintings and was created in late 1650s or early 1660s.",a painting of a man in a black suit,man
435717,A Woman Playing the Theorbo-Lute and a Cavalier,Gerard ter Borch the Younger,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on wood; 14 1/2 x 12 3/4 in. (36.8 x 32.4 cm); ca. 1658; European Paintings; A Woman Playing the Theorbo-Lute and a Cavalier is a Unknown Painting by the Unknown artist Gerard ter Borch the Younger. This piece, part of the European Paintings collection, is crafted using Oil on wood. Measuring 14 1/2 x 12 3/4 in. (36.8 x 32.4 cm), the work is classified as Paintings and was created in ca. 1658.",a painting of a woman playing a guitar,woman
435731,The Coronation of the Virgin,Botticelli,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Tempera on canvas, transferred from wood; 39 1/2 x 60 1/4 in. (100.3 x 153 cm); Unknown; European Paintings; The Coronation of the Virgin is a Unknown Painting by the Unknown artist Botticelli. This piece, part of the European Paintings collection, is crafted using Tempera on canvas, transferred from wood. Measuring 39 1/2 x 60 1/4 in. (100.3 x 153 cm), the work is classified as Paintings .",a painting of a man kneeling on a woman,man
435739,The Toilette of Venus,François Boucher,CC0-1.0,Paintings,European Paintings,,"Painting, overdoor; Unknown; Unknown; Oil on canvas; 42 5/8 x 33 1/2 in. (108.3 x 85.1 cm); 1751; European Paintings; The Toilette of Venus is a Unknown Painting, overdoor by the Unknown artist François Boucher. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 42 5/8 x 33 1/2 in. (108.3 x 85.1 cm), the work is classified as Paintings and was created in 1751.",a painting of a woman and two children,woman
435752,Young Mother Gazing at Her Child,William Bouguereau,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 56 x 40 1/2 in. (142.2 x 102.9 cm); 1871; European Paintings; Young Mother Gazing at Her Child is a Unknown Painting by the Unknown artist William Bouguereau. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 56 x 40 1/2 in. (142.2 x 102.9 cm), the work is classified as Paintings and was created in 1871.",a painting of a woman holding a child,woman
435754,Breton Brother and Sister,William Bouguereau,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 50 7/8 x 35 1/8 in. (129.2 x 89.2 cm); 1871; European Paintings; Breton Brother and Sister is a Unknown Painting by the Unknown artist William Bouguereau. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 50 7/8 x 35 1/8 in. (129.2 x 89.2 cm), the work is classified as Paintings and was created in 1871.",a painting of a woman holding a child,woman
435779,Portrait of a Woman,British Painter,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on wood; 44 1/2 x 34 3/4 in. (113 x 88.3 cm); ca. 1600; European Paintings; Portrait of a Woman is a Unknown Painting by the Unknown artist British Painter. This piece, part of the European Paintings collection, is crafted using Oil on wood. Measuring 44 1/2 x 34 3/4 in. (113 x 88.3 cm), the work is classified as Paintings and was created in ca. 1600.",a painting of a woman in a blue dress,woman
435802,Portrait of a Young Man,Bronzino (Agnolo di Cosimo di Mariano),CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on wood; 37 5/8 x 29 1/2 in. (95.6 x 74.9 cm); 1530s; European Paintings; Portrait of a Young Man is a Unknown Painting by the Unknown artist Bronzino (Agnolo di Cosimo di Mariano). This piece, part of the European Paintings collection, is crafted using Oil on wood. Measuring 37 5/8 x 29 1/2 in. (95.6 x 74.9 cm), the work is classified as Paintings and was created in 1530s.",a painting of a man in a black coat,man
435817,The Crucifixion with the Virgin and Saint John,Hendrick ter Brugghen,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 61 in. × 40 1/4 in. (154.9 × 102.2 cm); ca. 1624–25; European Paintings; The Crucifixion with the Virgin and Saint John is a Unknown Painting by the Unknown artist Hendrick ter Brugghen. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 61 in. × 40 1/4 in. (154.9 × 102.2 cm), the work is classified as Paintings and was created in ca. 1624–25.",a painting of jesus on the cross with two women,jesus
435824,Madonna and Child Enthroned with Saints Mary Magdalen and John the Baptist,Giuliano di Piero di Simone Bugiardini,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on wood; 76 1/4 x 65 1/4 in. (193.7 x 165.7 cm); ca. 1523; European Paintings; Madonna and Child Enthroned with Saints Mary Magdalen and John the Baptist is a Unknown Painting by the Unknown artist Giuliano di Piero di Simone Bugiardini. This piece, part of the European Paintings collection, is crafted using Oil on wood. Measuring 76 1/4 x 65 1/4 in. (193.7 x 165.7 cm), the work is classified as Paintings and was created in ca. 1523.",a painting of a woman holding a baby,woman
435831,The Birth of Venus,Alexandre Cabanel,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 41 3/4 x 71 7/8 in. (106 x 182.6 cm); 1875; European Paintings; The Birth of Venus is a Unknown Painting by the Unknown artist Alexandre Cabanel. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 41 3/4 x 71 7/8 in. (106 x 182.6 cm), the work is classified as Paintings and was created in 1875.",a painting of three women floating in the ocean,woman
435844,The Musicians,Caravaggio (Michelangelo Merisi),CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 36 1/4 x 46 5/8 in. (92.1 x 118.4 cm); 1597; European Paintings; The Musicians is a Unknown Painting by the Unknown artist Caravaggio (Michelangelo Merisi). This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 36 1/4 x 46 5/8 in. (92.1 x 118.4 cm), the work is classified as Paintings and was created in 1597.",a painting of three women playing a musical instrument,woman
435852,Two Children Teasing a Cat,Annibale Carracci,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 26 x 35 in. (66 x 88.9 cm); Unknown; European Paintings; Two Children Teasing a Cat is a Unknown Painting by the Unknown artist Annibale Carracci. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 26 x 35 in. (66 x 88.9 cm), the work is classified as Paintings .",a painting of a boy and a girl with a cat,man
435864,A Woman with a Dog,Giacomo Ceruti,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 38 x 28 1/2 in. (96.5 x 72.4 cm); 1740s; European Paintings; A Woman with a Dog is a Unknown Painting by the Unknown artist Giacomo Ceruti. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 38 x 28 1/2 in. (96.5 x 72.4 cm), the work is classified as Paintings and was created in 1740s.",a painting of a young girl holding a dog,woman
435868,The Card Players,Paul Cézanne,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 25 3/4 x 32 1/4 in. (65.4 x 81.9 cm); 1890–92; European Paintings; The Card Players is a Unknown Painting by the Unknown artist Paul Cézanne. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 25 3/4 x 32 1/4 in. (65.4 x 81.9 cm), the work is classified as Paintings and was created in 1890–92.",a painting of three men playing cards at a table,man
435888,Soap Bubbles,Jean Siméon Chardin,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 24 x 24 7/8 in. (61 x 63.2 cm); ca. 1733–34; European Paintings; Soap Bubbles is a Unknown Painting by the Unknown artist Jean Siméon Chardin. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 24 x 24 7/8 in. (61 x 63.2 cm), the work is classified as Paintings and was created in ca. 1733–34.",a painting of a woman and child looking at a bowl of food,woman
