id,title,artist,rights,genre,Department,tags,notes,caption,object_name
436685,"Mrs. John Garden (Ann Garden, 1769–1842) and Her Children, John (1796–1854) and Ann Margaret (born 1793)",John Hoppner,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 50 1/8 x 39 7/8 in. (127.3 x 101.3 cm); 1796 or 1797; European Paintings; Mrs. John Garden (Ann Garden, 1769–1842) and Her Children, John (1796–1854) and Ann Margaret (born 1793) is a Unknown Painting by the Unknown artist John Hoppner. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 50 1/8 x 39 7/8 in. (127.3 x 101.3 cm), the work is classified as Paintings and was created in 1796 or 1797.",a painting of two women and a child,woman
436686,"Mrs. Richard Bache (Sarah Franklin, 1743–1808)",John Hoppner,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 30 1/8 x 24 7/8 in. (76.5 x 63.2 cm); 1793; European Paintings; Mrs. Richard Bache (Sarah Franklin, 1743–1808) is a Unknown Painting by the Unknown artist John Hoppner. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 30 1/8 x 24 7/8 in. (76.5 x 63.2 cm), the work is classified as Paintings and was created in 1793.",a painting of a woman in a white hat,woman
436687,"Mrs. Richard Brinsley Sheridan (Hester Jane Ogle, 1775/76–1817) and Her Son (Charles Brinsley Sheridan, 1796–1843)",John Hoppner,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 93 3/4 x 59 in. (238.1 x 149.9 cm); Unknown; European Paintings; Mrs. Richard Brinsley Sheridan (Hester Jane Ogle, 1775/76–1817) and Her Son (Charles Brinsley Sheridan, 1796–1843) is a Unknown Painting by the Unknown artist John Hoppner. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 93 3/4 x 59 in. (238.1 x 149.9 cm), the work is classified as Paintings .",a painting of a woman in a yellow dress,woman
436688,"Mrs. Thomas Pechell (Charlotte Clavering, died 1841)",John Hoppner,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 30 x 25 in. (76.2 x 63.5 cm); 1799; European Paintings; Mrs. Thomas Pechell (Charlotte Clavering, died 1841) is a Unknown Painting by the Unknown artist John Hoppner. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 30 x 25 in. (76.2 x 63.5 cm), the work is classified as Paintings and was created in 1799.",a painting of a woman in a white dress,woman
436689,"Mrs. Whaley (died 1798, Isle of Man)",George Chinnery,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 93 1/2 x 58 in. (237.5 x 147.3 cm); Unknown; European Paintings; Mrs. Whaley (died 1798, Isle of Man) is a Unknown Painting by the Unknown artist George Chinnery. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 93 1/2 x 58 in. (237.5 x 147.3 cm), the work is classified as Paintings .",a painting of a woman in a black dress,woman
436690,"Portrait of a Woman; (reverse, now covered by relining canvas) Study of a Child's Head",John Hoppner,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 30 x 24 7/8 in. (76.2 x 63.2 cm); 1790s; European Paintings; Portrait of a Woman; (reverse, now covered by relining canvas) Study of a Child's Head is a Unknown Painting by the Unknown artist John Hoppner. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 30 x 24 7/8 in. (76.2 x 63.2 cm), the work is classified as Paintings and was created in 1790s.",a painting of a woman in a white dress,woman
436691,"Richard Humphreys, the Boxer",John Hoppner,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 55 3/4 x 44 1/4 in. (141.6 x 112.4 cm); Unknown; European Paintings; Richard Humphreys, the Boxer is a Unknown Painting by the Unknown artist John Hoppner. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 55 3/4 x 44 1/4 in. (141.6 x 112.4 cm), the work is classified as Paintings .",a painting of a man in a white uniform,man
436707,"Madame Edmond Cavé (Marie-Élisabeth Blavot, born 1810)",Jean Auguste Dominique Ingres,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 16 x 12 7/8 in. (40.6 x 32.7 cm); ca. 1831–34; European Paintings; Madame Edmond Cavé (Marie-Élisabeth Blavot, born 1810) is a Unknown Painting by the Unknown artist Jean Auguste Dominique Ingres. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 16 x 12 7/8 in. (40.6 x 32.7 cm), the work is classified as Paintings and was created in ca. 1831–34.",a painting of a woman with a bun,woman
436708,Odalisque in Grisaille,Jean Auguste Dominique Ingres,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 32 3/4 x 43 in. (83.2 x 109.2 cm); ca. 1824–34; European Paintings; Odalisque in Grisaille is a Unknown Painting by the Unknown artist Jean Auguste Dominique Ingres. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 32 3/4 x 43 in. (83.2 x 109.2 cm), the work is classified as Paintings and was created in ca. 1824–34.",a painting of a naked woman laying on a bed,woman
436819,Mäda Primavesi (1903–2000),Gustav Klimt,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 59 x 43 1/2 in. (149.9 x 110.5 cm); 1912–13; European Paintings; Mäda Primavesi (1903–2000) is a Unknown Painting by the Unknown artist Gustav Klimt. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 59 x 43 1/2 in. (149.9 x 110.5 cm), the work is classified as Paintings and was created in 1912–13.",a painting of a girl in a white dress,woman
