id,title,artist,rights,genre,Department,tags,notes,caption,object_name
437365,"William Robertson (1753–1835), Lord Robertson",Sir Henry Raeburn,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 49 1/2 x 39 1/4 in. (125.7 x 99.7 cm); 1805; European Paintings; William Robertson (1753–1835), Lord Robertson is a Unknown Painting by the Unknown artist Sir Henry Raeburn. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 49 1/2 x 39 1/4 in. (125.7 x 99.7 cm), the work is classified as Paintings and was created in 1805.",a painting of a man in a red coat,man
437378,Bouquet in a Chinese Vase,Odilon Redon,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 25 1/2 x 19 5/8 in. (64.8 x 49.8 cm); ca. 1912–14; European Paintings; Bouquet in a Chinese Vase is a Unknown Painting by the Unknown artist Odilon Redon. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 25 1/2 x 19 5/8 in. (64.8 x 49.8 cm), the work is classified as Paintings and was created in ca. 1912–14.",a painting of a vase of flowers on a red background,vase
437409,Portrait of a Woman,Rembrandt,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 47 5/8 x 38 5/8 in. (121 x 98.1 cm); Unknown; European Paintings; Portrait of a Woman is a Unknown Painting by the Unknown artist Rembrandt. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 47 5/8 x 38 5/8 in. (121 x 98.1 cm), the work is classified as Paintings .",a painting of a woman in a red dress,woman
437423,The Immaculate Conception,Guido Reni,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 105 1/2 x 73 in. (268 x 185.4 cm); 1627; European Paintings; The Immaculate Conception is a Unknown Painting by the Unknown artist Guido Reni. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 105 1/2 x 73 in. (268 x 185.4 cm), the work is classified as Paintings and was created in 1627.",a painting of an angel with angels,angel
437424,"Madame Édouard Bernier (Marie-Octavie-Stéphanie Laurens, 1838–1920)",Auguste Renoir,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 30 3/4 x 24 1/2 in. (78.1 x 62.2 cm); 1871; European Paintings; Madame Édouard Bernier (Marie-Octavie-Stéphanie Laurens, 1838–1920) is a Unknown Painting by the Unknown artist Auguste Renoir. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 30 3/4 x 24 1/2 in. (78.1 x 62.2 cm), the work is classified as Paintings and was created in 1871.",a painting of a woman in a black dress,woman
437448,"Georgiana Augusta Frederica Elliott (1782–1813), Later Lady Charles Bentinck",Sir Joshua Reynolds,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 35 x 30 in. (88.9 x 76.2 cm); 1784; European Paintings; Georgiana Augusta Frederica Elliott (1782–1813), Later Lady Charles Bentinck is a Unknown Painting by the Unknown artist Sir Joshua Reynolds. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 35 x 30 in. (88.9 x 76.2 cm), the work is classified as Paintings and was created in 1784.",a painting of a young girl in a white dress,woman
437464,Louis XV (1710–1774) as a Child,Hyacinthe Rigaud,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 77 x 55 1/2 in. (195.6 x 141 cm); ca. 1716–24; European Paintings; Louis XV (1710–1774) as a Child is a Unknown Painting by the Unknown artist Hyacinthe Rigaud. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 77 x 55 1/2 in. (195.6 x 141 cm), the work is classified as Paintings and was created in ca. 1716–24.",a painting of a man in a white suit and blue and gold outfit,man
437488,Portrait of a Man in a Chaperon,Netherlandish Painter,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on wood; Overall 11 x 7 3/4 in. (27.9 x 19.7 cm); painted surface 10 5/8 x 7 1/4 in. (27 x 18.4 cm); Unknown; European Paintings; Portrait of a Man in a Chaperon is a Unknown Painting by the Unknown artist Netherlandish Painter. This piece, part of the European Paintings collection, is crafted using Oil on wood. Measuring Overall 11 x 7 3/4 in. (27.9 x 19.7 cm); painted surface 10 5/8 x 7 1/4 in. (27 x 18.4 cm), the work is classified as Paintings .",a painting of a man in a red turba,man
437494,"Friedrich I (1460–1536), Margrave of Brandenburg-Ansbach",Franz Wolfgang Rohrich,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 30 1/4 x 22 3/8 in. (76.8 x 56.8 cm); Unknown; European Paintings; Friedrich I (1460–1536), Margrave of Brandenburg-Ansbach is a Unknown Painting by the Unknown artist Franz Wolfgang Rohrich. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 30 1/4 x 22 3/8 in. (76.8 x 56.8 cm), the work is classified as Paintings .",a painting of a man in a red robe,man
437495,Sophia (1464–1512) of Poland,Franz Wolfgang Rohrich,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 30 1/4 x 22 1/4 in. (76.8 x 56.5 cm); Unknown; European Paintings; Sophia (1464–1512) of Poland is a Unknown Painting by the Unknown artist Franz Wolfgang Rohrich. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 30 1/4 x 22 1/4 in. (76.8 x 56.5 cm), the work is classified as Paintings .",a painting of a woman in a dress,woman
