id,title,artist,rights,genre,Department,tags,notes,caption,object_name
435976,The Letter,Camille Corot,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on wood; 21 1/2 x 14 1/4 in. (54.6 x 36.2 cm); ca. 1865; European Paintings; The Letter is a Unknown Painting by the Unknown artist Camille Corot. This piece, part of the European Paintings collection, is crafted using Oil on wood. Measuring 21 1/2 x 14 1/4 in. (54.6 x 36.2 cm), the work is classified as Paintings and was created in ca. 1865.",a painting of a woman sitting in a chair,woman
436004,The Woman in the Waves,Gustave Courbet,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 25 3/4 x 21 1/4 in. (65.4 x 54 cm); 1868; European Paintings; The Woman in the Waves is a Unknown Painting by the Unknown artist Gustave Courbet. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 25 3/4 x 21 1/4 in. (65.4 x 54 cm), the work is classified as Paintings and was created in 1868.",a painting of a woman in the water,woman
436014,Hunting Dogs with Dead Hare,Gustave Courbet,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 36 1/2 x 58 1/2 in. (92.7 x 148.6 cm); 1857; European Paintings; Hunting Dogs with Dead Hare is a Unknown Painting by the Unknown artist Gustave Courbet. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 36 1/2 x 58 1/2 in. (92.7 x 148.6 cm), the work is classified as Paintings and was created in 1857.",a painting of two dogs,dog
436015,Louis Gueymard (1822–1880) as Robert le Diable,Gustave Courbet,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 58 1/2 x 42 in. (148.6 x 106.7 cm); 1857; European Paintings; Louis Gueymard (1822–1880) as Robert le Diable is a Unknown Painting by the Unknown artist Gustave Courbet. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 58 1/2 x 42 in. (148.6 x 106.7 cm), the work is classified as Paintings and was created in 1857.",a painting of a man in a red outfit,man
436018,Nude with Flowering Branch,Gustave Courbet,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 29 1/2 x 24 in. (74.9 x 61 cm); 1863; European Paintings; Nude with Flowering Branch is a Unknown Painting by the Unknown artist Gustave Courbet. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 29 1/2 x 24 in. (74.9 x 61 cm), the work is classified as Paintings and was created in 1863.",a painting of a woman with a flower in her hand,woman
436041,Samson and Delilah,Lucas Cranach the Elder,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on beech; 22 1/2 x 14 7/8 in. (57.2 x 37.8cm); ca. 1528–30; European Paintings; Samson and Delilah is a Unknown Painting by the Unknown artist Lucas Cranach the Elder. This piece, part of the European Paintings collection, is crafted using Oil on beech. Measuring 22 1/2 x 14 7/8 in. (57.2 x 37.8cm)
, the work is classified as Paintings and was created in ca. 1528–30.",a painting of a woman sitting in a field,woman
436049,Philip IV (1605–1665) in Parade Armor,Gaspar de Crayer,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 72 x 46 1/2 in. (182.9 x 118.1 cm); ca. 1628; European Paintings; Philip IV (1605–1665) in Parade Armor is a Unknown Painting by the Unknown artist Gaspar de Crayer. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 72 x 46 1/2 in. (182.9 x 118.1 cm)
, the work is classified as Paintings and was created in ca. 1628.",a painting of a man in a gold suit,man
436053,Pietà,Carlo Crivelli,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Tempera on wood, gold ground; Overall 28 1/4 x 25 3/8 in. (71.8 x 64.5 cm); painted surface 28 x 25 1/8 in. (71.1 x 63.8 cm); 1476; European Paintings; Pietà is a Unknown Painting by the Unknown artist Carlo Crivelli. This piece, part of the European Paintings collection, is crafted using Tempera on wood, gold ground. Measuring Overall 28 1/4 x 25 3/8 in. (71.8 x 64.5 cm); painted surface 28 x 25 1/8 in. (71.1 x 63.8 cm), the work is classified as Paintings and was created in 1476.",a painting of a man and two women,man
436056,Madonna and Child with Two Angels,Vittore Crivelli,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Tempera and gold on wood; 21 7/8 x 16 in. (55.6 x 40.6 cm); ca. 1481–82; European Paintings; Madonna and Child with Two Angels is a Unknown Painting by the Unknown artist Vittore Crivelli. This piece, part of the European Paintings collection, is crafted using Tempera and gold on wood. Measuring 21 7/8 x 16 in. (55.6 x 40.6 cm), the work is classified as Paintings and was created in ca. 1481–82.",a painting of a woman holding a baby,woman
436103,Virgin and Child,Simon Bening|Gerard David,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on wood; Overall 10 x 8 1/4 in. (25.4 x 21 cm), with added strip of 3/8 in. (1 cm) at top; painted surface 9 5/8 x 8 1/4 in. (24.4 x 21 cm); ca. 1520; European Paintings; Virgin and Child is a Unknown Painting by the Unknown artist Simon Bening|Gerard David. This piece, part of the European Paintings collection, is crafted using Oil on wood. Measuring Overall 10 x 8 1/4 in. (25.4 x 21 cm), with added strip of 3/8 in. (1 cm) at top; painted surface 9 5/8 x 8 1/4 in. (24.4 x 21 cm), the work is classified as Paintings and was created in ca. 1520.",a painting of a woman holding a baby,woman
436107,General Étienne-Maurice Gérard (1773–1852),Jacques Louis David,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 77 5/8 x 53 5/8 in. (197.2 x 136.2 cm); 1816; European Paintings; General Étienne-Maurice Gérard (1773–1852) is a Unknown Painting by the Unknown artist Jacques Louis David. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 77 5/8 x 53 5/8 in. (197.2 x 136.2 cm), the work is classified as Paintings and was created in 1816.",a painting of a man in uniform,man
436145,Joseph-Henri Altès (1826–1895),Edgar Degas,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 9 7/8 x 7 7/8 in. (25.1 x 20 cm); with added strips 10 5/8 x 8 1/2 in. (27 x 21.6 cm); 1868; European Paintings; Joseph-Henri Altès (1826–1895) is a Unknown Painting by the Unknown artist Edgar Degas. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 9 7/8 x 7 7/8 in. (25.1 x 20 cm); with added strips 10 5/8 x 8 1/2 in. (27 x 21.6 cm), the work is classified as Paintings and was created in 1868.",a painting of a man with a beard,man
