id,title,artist,rights,genre,Department,tags,notes,caption,object_name
438033,Jean-Louis-André-Théodore Gericault (1791–1824),Horace Vernet,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 18 5/8 x 15 1/8 in. (47.3 x 38.4 cm); probably 1822 or 1823; European Paintings; Jean-Louis-André-Théodore Gericault (1791–1824) is a Unknown Painting by the Unknown artist Horace Vernet. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 18 5/8 x 15 1/8 in. (47.3 x 38.4 cm), the work is classified as Paintings and was created in probably 1822 or 1823.",a painting of a man with a black hat,man
438636,Cow in a Barn,Camille Corot,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on paper, laid down on canvas; 8 1/8 x 10 3/4 in. (20.7 x 27.3 cm); Unknown; European Paintings; Cow in a Barn is a Unknown Painting by the Unknown artist Camille Corot. This piece, part of the European Paintings collection, is crafted using Oil on paper, laid down on canvas. Measuring 8 1/8 x 10 3/4 in. (20.7 x 27.3 cm), the work is classified as Paintings .",a painting of a cow,cow
439933,Lute Player,Valentin de Boulogne,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 50 1/2 x 39 in. (128.3 x 99.1 cm); ca. 1625–26; European Paintings; Lute Player is a Unknown Painting by the Unknown artist Valentin de Boulogne. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 50 1/2 x 39 in. (128.3 x 99.1 cm), the work is classified as Paintings and was created in ca. 1625–26.",a painting of a man playing a luteo,man
439977,Christ Carrying the Cross,Jan Gossart (called Mabuse),CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on oak; 9 7/8 × 7 1/2 in. (25.1 × 19 cm); ca. 1520–25; European Paintings; Christ Carrying the Cross is a Unknown Painting by the Unknown artist Jan Gossart (called Mabuse). This piece, part of the European Paintings collection, is crafted using Oil on oak. Measuring 9 7/8 × 7 1/2 in. (25.1 × 19 cm), the work is classified as Paintings and was created in ca. 1520–25.",a painting of a man carrying a cross,man
440723,Bashi-Bazouk,Jean-Léon Gérôme,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 31 3/4 x 26 in. (80.6 x 66 cm); 1868–69; European Paintings; Bashi-Bazouk is a Unknown Painting by the Unknown artist Jean-Léon Gérôme. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 31 3/4 x 26 in. (80.6 x 66 cm), the work is classified as Paintings and was created in 1868–69.",a painting of a woman with a gun,woman
456949,Great Indian Fruit Bat,Bhawani Das,CC0-1.0,Paintings,Islamic Art,,"Painting; Unknown; Unknown; Pencil, ink, and opaque watercolor on paper; Painting: H. 23 1/2 in. (59.7 cm)
                 W. 32 3/4 in. (83.2 cm)
Mat size: H. 27 1/4 in. (69.2 cm)
                 W. 35 1/2 in. (90.2 cm); ca. 1777–82; Islamic Art; Great Indian Fruit Bat is a Unknown Painting by the Unknown artist Bhawani Das. This piece, part of the Islamic Art collection, is crafted using Pencil, ink, and opaque watercolor on paper. Measuring Painting: H. 23 1/2 in. (59.7 cm)
                 W. 32 3/4 in. (83.2 cm)
Mat size: H. 27 1/4 in. (69.2 cm)
                 W. 35 1/2 in. (90.2 cm), the work is classified as Paintings and was created in ca. 1777–82.",a bat hanging on a wall,bat
459100,Tahitian Women Bathing,Paul Gauguin,CC0-1.0,Paintings,Robert Lehman Collection,,"Painting; Unknown; Unknown; Oil on paper, laid down on canvas; 43 3/4 x 35 1/8 in; 1892; Robert Lehman Collection; Tahitian Women Bathing is a Unknown Painting by the Unknown artist Paul Gauguin. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on paper, laid down on canvas. Measuring 43 3/4 x 35 1/8 in, the work is classified as Paintings and was created in 1892.",a painting of a woman in a field,woman
459116,The Mower,Georges Seurat,CC0-1.0,Paintings,Robert Lehman Collection,,"Painting; Unknown; Unknown; Oil on wood; 6 1/2 x 9 7/8 in. (16.5 x 25.1 cm); 1881–82; Robert Lehman Collection; The Mower is a Unknown Painting by the Unknown artist Georges Seurat. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on wood. Measuring 6 1/2 x 9 7/8 in. (16.5 x 25.1 cm), the work is classified as Paintings and was created in 1881–82.",a painting of a man in a field,man
459123,Madame Roulin and Her Baby,Vincent van Gogh,CC0-1.0,Paintings,Robert Lehman Collection,,"Painting; Unknown; Unknown; Oil on canvas; 25 x 20 1/8 in.; 1888; Robert Lehman Collection; Madame Roulin and Her Baby is a Unknown Painting by the Unknown artist Vincent van Gogh. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on canvas. Measuring 25 x 20 1/8 in., the work is classified as Paintings and was created in 1888.",a painting of a woman holding a baby,woman
485551,Self-Portrait,Umberto Boccioni,CC0-1.0,Paintings,Modern and Contemporary Art,,"Painting; Unknown; Unknown; Oil on canvas; 20 1/4 x 27 in. (51.4 x 68.6 cm); 1905; Modern and Contemporary Art; Self-Portrait is a Unknown Painting by the Unknown artist Umberto Boccioni. This piece, part of the Modern and Contemporary Art collection, is crafted using Oil on canvas. Measuring 20 1/4 x 27 in. (51.4 x 68.6 cm), the work is classified as Paintings and was created in 1905.",a painting of a man with a hat and a black coat,man
489102,Girl in a Sailor's Blouse,Amedeo Modigliani,CC0-1.0,Paintings,Modern and Contemporary Art,,"Painting; Unknown; Unknown; Oil on canvas; 25 3/4 × 18 1/4 in. (65.4 × 46.4 cm); 1918; Modern and Contemporary Art; Girl in a Sailor's Blouse is a Unknown Painting by the Unknown artist Amedeo Modigliani. This piece, part of the Modern and Contemporary Art collection, is crafted using Oil on canvas. Measuring 25 3/4 × 18 1/4 in. (65.4 × 46.4 cm), the work is classified as Paintings and was created in 1918.",a painting of a woman with a blue shirt,woman
641257,Head of Christ,Fernando Yáñez de la Almedina,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on poplar; 16 1/2 × 12 in. (41.9 × 30.5 cm); ca. 1506; European Paintings; Head of Christ is a Unknown Painting by the Unknown artist Fernando Yáñez de la Almedina. This piece, part of the European Paintings collection, is crafted using Oil on poplar. Measuring 16 1/2 × 12 in. (41.9 × 30.5 cm), the work is classified as Paintings and was created in ca. 1506.",a painting of a man with a beard,man
643540,Portrait of a Woman,Giovanni Battista Gaulli (Il Baciccio),CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 29 7/8 × 23 3/8 in. (75.9 × 59.4 cm); ca. 1670s; European Paintings; Portrait of a Woman is a Unknown Painting by the Unknown artist Giovanni Battista Gaulli (Il Baciccio). This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 29 7/8 × 23 3/8 in. (75.9 × 59.4 cm), the work is classified as Paintings and was created in ca. 1670s.",a painting of a woman in a white dress,woman
782306,A Deerhound,Sir Edwin Henry Landseer,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on board; 12 1/16 × 16 1/16 in. (30.6 × 40.8 cm); 1826; European Paintings; A Deerhound is a Unknown Painting by the Unknown artist Sir Edwin Henry Landseer. This piece, part of the European Paintings collection, is crafted using Oil on board. Measuring 12 1/16 × 16 1/16 in. (30.6 × 40.8 cm), the work is classified as Paintings and was created in 1826.",a painting of a dog standing in a field,dog
782307,Dying Stag,Sir Edwin Henry Landseer,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 18 1/16 × 21 1/16 in. (45.9 × 53.5 cm); ca. 1830; European Paintings; Dying Stag is a Unknown Painting by the Unknown artist Sir Edwin Henry Landseer. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 18 1/16 × 21 1/16 in. (45.9 × 53.5 cm), the work is classified as Paintings and was created in ca. 1830.",a painting of a deer laying down on the ground,deer
817124,Cain Slaying Abel,Pier Francesco Mola,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 54 3/4 × 35 7/16 in. (139 × 90 cm); ca. 1650–52; European Paintings; Cain Slaying Abel is a Unknown Painting by the Unknown artist Pier Francesco Mola. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 54 3/4 × 35 7/16 in. (139 × 90 cm), the work is classified as Paintings and was created in ca. 1650–52.",a painting of a man with a sword and a woman with a dog,man
817504,Portrait of a Boy,Louis Léopold Boilly,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 28 7/16 × 23 3/8 in. (72.3 × 59.4 cm); ca. 1805; European Paintings; Portrait of a Boy is a Unknown Painting by the Unknown artist Louis Léopold Boilly. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 28 7/16 × 23 3/8 in. (72.3 × 59.4 cm), the work is classified as Paintings and was created in ca. 1805.",a painting of a child holding a teddy,child
846945,Joanna de Silva,William Wood,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 30 × 25 in. (76.2 × 63.5 cm); 1792; European Paintings; Joanna de Silva is a Unknown Painting by the Unknown artist William Wood. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 30 × 25 in. (76.2 × 63.5 cm), the work is classified as Paintings and was created in 1792.",a painting of a woman in a white dress,woman
848137,Study of a Nude Man,Gustave Courbet,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 29 × 33 1/8 in. (73.7 × 84.1 cm); early 1840s; European Paintings; Study of a Nude Man is a Unknown Painting by the Unknown artist Gustave Courbet. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 29 × 33 1/8 in. (73.7 × 84.1 cm), the work is classified as Paintings and was created in early 1840s.",a painting of a man sitting on a stool,man
857030,Unknown,Unidentified artist,CC0-1.0,Paintings,Asian Art,,"Painting; India, Kolkata (formerly Calcutta); Unknown; Watercolor, colloidal tin, ink and graphite on mill paper; Image: 17 11/16 × 10 15/16 in. (45 × 27.8 cm)
Sheet: 19 5/16 × 12 13/16 in. (49 × 32.5 cm); ca. 1870s; Asian Art; Unknown is a Unknown Painting by the India, Kolkata (formerly Calcutta) artist Unidentified artist. This piece, part of the Asian Art collection, is crafted using Watercolor, colloidal tin, ink and graphite on mill paper. Measuring Image: 17 11/16 × 10 15/16 in. (45 × 27.8 cm)
Sheet: 19 5/16 × 12 13/16 in. (49 × 32.5 cm), the work is classified as Paintings and was created in ca. 1870s.",a painting of a man and woman,man
